City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,date
270,ndikinimeki,4.7667,10.8333,19.77,99,100,1.42,CM,1727750878,2024-10-01 02:47:58
271,saudarkrokur,65.7461,-19.6394,2.02,75,100,6.75,IS,1727750879,2024-10-01 02:47:59
272,labrador city,52.9463,-66.9114,5.66,79,0,4.92,CA,1727750712,2024-10-01 02:45:12
273,howard springs,-12.497,131.047,33.95,56,39,2.89,AU,1727750881,2024-10-01 02:48:01
274,iqaluit,63.7506,-68.5145,4.85,75,40,3.6,CA,1727750882,2024-10-01 02:48:02
275,claveria,18.6074,121.0832,25.86,77,100,4.55,PH,1727750883,2024-10-01 02:48:03
276,singaparna,-7.3515,108.111,27.99,70,68,1.95,ID,1727750884,2024-10-01 02:48:04
277,ochakiv,46.6128,31.5498,17.4,52,100,8.34,UA,1727750885,2024-10-01 02:48:05
278,mezhdurechenskiy,59.6,65.9333,9.12,79,68,3.76,RU,1727750886,2024-10-01 02:48:06
279,isiro,2.7739,27.616,18.66,99,99,0.88,CD,1727750887,2024-10-01 02:48:07
280,hotan,37.0997,79.9269,14.33,45,50,0.39,CN,1727750889,2024-10-01 02:48:09
281,suya,9.4667,3.1833,21.6,98,95,1.79,NG,1727750890,2024-10-01 02:48:10
282,geraldton,-28.7667,114.6,26.23,34,0,5.66,AU,1727750891,2024-10-01 02:48:11
283,acaponeta,22.4964,-105.3594,25.14,95,99,0.27,MX,1727750892,2024-10-01 02:48:12
284,tual,-5.6667,132.75,27.16,79,98,6.98,ID,1727750893,2024-10-01 02:48:13
285,hithadhoo,-0.6,73.0833,28.29,75,21,3.51,MV,1727750894,2024-10-01 02:48:14
286,tazacorte,28.629,-17.9293,20.54,68,0,4.63,ES,1727750895,2024-10-01 02:48:15
287,manakara,-22.1333,48.0167,21.64,90,27,4.65,MG,1727750896,2024-10-01 02:48:16
288,saldanha,-33.0117,17.9442,3.03,66,7,2.64,ZA,1727750897,2024-10-01 02:48:17
289,kiunga,-6.1219,141.2906,32.08,53,96,1.24,PG,1727750898,2024-10-01 02:48:18
290,kavaratti,10.5669,72.642,28.38,77,100,5.07,IN,1727750899,2024-10-01 02:48:19
291,abu dhabi,24.4667,54.3667,32.75,54,0,1.54,AE,1727750900,2024-10-01 02:48:20
292,iwanai,42.9744,140.5089,22.18,60,55,3.89,JP,1727750901,2024-10-01 02:48:21
293,dalbandin,28.8947,64.4101,26.26,22,6,3.62,PK,1727750650,2024-10-01 02:44:10
294,pinos,22.3,-101.5667,11.22,64,11,5.53,MX,1727750903,2024-10-01 02:48:23
295,zhigalovo,54.8097,105.1578,3.97,95,100,2.62,RU,1727750904,2024-10-01 02:48:24
296,codrington,-38.2667,141.9667,14.47,68,0,6.4,AU,1727750905,2024-10-01 02:48:25
297,inari,68.906,27.0288,4.56,75,100,7.15,FI,1727750906,2024-10-01 02:48:26
298,zhaotong,27.3167,103.7167,9.11,82,100,2.39,CN,1727750907,2024-10-01 02:48:27
299,wau,7.7029,27.9953,21.39,97,94,1.44,SS,1727750908,2024-10-01 02:48:28
300,utrik,11.2278,169.8474,27.98,77,100,5.77,MH,1727750909,2024-10-01 02:48:29
301,arteche,12.2645,125.4048,31.83,61,99,4.01,PH,1727750910,2024-10-01 02:48:30
302,usinsk,65.9939,57.5281,4.34,69,100,12.4,RU,1727750911,2024-10-01 02:48:31
303,tucuma,-0.1833,-50.05,26.45,77,41,3.82,BR,1727750912,2024-10-01 02:48:32
304,dolores,-36.3132,-57.6792,13.07,63,96,4.38,AR,1727750913,2024-10-01 02:48:33
305,kalmunai,7.4167,81.8167,29.3,72,40,5.36,LK,1727750914,2024-10-01 02:48:34
306,bellegarde-sur-valserine,46.1079,5.8242,16.61,90,100,0.4,FR,1727750915,2024-10-01 02:48:35
307,villa de soto,-30.8552,-64.9995,24.07,23,1,6.35,AR,1727750893,2024-10-01 02:48:13
308,palapye,-22.546,27.1251,13.17,11,0,6.54,BW,1727750917,2024-10-01 02:48:37
309,shingu,33.7333,135.9833,28.88,53,96,2.72,JP,1727750820,2024-10-01 02:47:00
310,sukhobezvodnoye,57.0491,44.8891,6.29,80,9,3.92,RU,1727750919,2024-10-01 02:48:39
311,fernie,49.5,-115.0687,5.97,47,100,2.42,CA,1727750921,2024-10-01 02:48:41
312,kuching,1.55,110.3333,31.68,73,20,1.03,MY,1727750648,2024-10-01 02:44:08
313,broken hill,-31.95,141.4333,20.23,34,0,5.63,AU,1727750923,2024-10-01 02:48:43
314,el rama,12.1596,-84.2195,23.04,98,100,1.52,NI,1727750924,2024-10-01 02:48:44
315,meybod,32.2501,54.0166,19.49,28,0,1.82,IR,1727750925,2024-10-01 02:48:45
316,howrah,22.5892,88.3103,32.0,79,40,3.6,IN,1727750926,2024-10-01 02:48:46
317,valparaiso,-33.0393,-71.6273,11.8,82,75,1.54,CL,1727750927,2024-10-01 02:48:47
318,sao gabriel da cachoeira,-0.1303,-67.0892,23.74,85,99,0.57,BR,1727750928,2024-10-01 02:48:48
319,nova vicosa,-17.8919,-39.3719,22.51,78,0,3.32,BR,1727750929,2024-10-01 02:48:49
320,lamarque,-39.423,-65.7021,11.1,64,100,5.46,AR,1727750930,2024-10-01 02:48:50
321,yorkton,51.2167,-102.4677,7.91,49,0,5.66,CA,1727750931,2024-10-01 02:48:51
322,karratha,-20.7377,116.8463,30.73,41,0,6.66,AU,1727750932,2024-10-01 02:48:52
323,mbaiki,3.8678,17.9892,21.08,98,100,0.41,CF,1727750933,2024-10-01 02:48:53
324,naze,28.3667,129.4833,27.51,67,99,1.1,JP,1727750934,2024-10-01 02:48:54
325,lae,-6.7221,146.9847,27.62,66,80,4.27,PG,1727750935,2024-10-01 02:48:55
326,ponnani,10.767,75.9252,27.93,78,38,1.88,IN,1727750936,2024-10-01 02:48:56
327,kapuskasing,49.4169,-82.4331,14.05,67,20,5.14,CA,1727750937,2024-10-01 02:48:57
328,cidreira,-30.1811,-50.2056,19.88,86,68,4.1,BR,1727750938,2024-10-01 02:48:58
329,mejit,10.2753,170.8646,27.98,77,98,5.51,MH,1727750939,2024-10-01 02:48:59
330,hirara,24.8,125.2833,31.92,84,75,9.26,JP,1727750940,2024-10-01 02:49:00
331,masterton,-40.9597,175.6575,17.46,52,24,3.03,NZ,1727750925,2024-10-01 02:48:45
332,sibolga,1.7427,98.7792,28.81,73,57,1.46,ID,1727750886,2024-10-01 02:48:06
333,al 'aziziyah,32.9058,45.0616,27.19,24,0,5.68,IQ,1727750943,2024-10-01 02:49:03
334,ilhabela,-23.7781,-45.3581,20.99,92,10,2.57,BR,1727750944,2024-10-01 02:49:04
335,bryne,58.7354,5.6477,11.81,73,75,4.63,NO,1727750945,2024-10-01 02:49:05
336,st. john's,47.5649,-52.7093,13.32,95,100,6.71,CA,1727750790,2024-10-01 02:46:30
337,anadyr,64.75,177.4833,7.28,93,40,7.0,RU,1727750653,2024-10-01 02:44:13
338,murun-kuren,49.6342,100.1625,5.82,50,88,7.2,MN,1727750949,2024-10-01 02:49:09
339,krasnovishersk,60.4078,57.082,3.71,94,24,2.41,RU,1727750950,2024-10-01 02:49:10
340,kaset sombun,16.2805,101.9542,29.51,72,100,1.38,TH,1727750951,2024-10-01 02:49:11
341,fujin,47.26,132.0322,11.52,37,100,2.61,CN,1727750811,2024-10-01 02:46:51
342,palmital,-22.7889,-50.2175,25.06,36,0,3.09,BR,1727750953,2024-10-01 02:49:13
343,inhambane,-23.865,35.3833,21.54,84,88,5.73,MZ,1727750954,2024-10-01 02:49:14
344,new norfolk,-42.7826,147.0587,16.51,31,4,5.15,AU,1727750955,2024-10-01 02:49:15
345,okha,53.5739,142.9478,7.07,71,100,6.62,RU,1727750845,2024-10-01 02:47:25
346,loango,-4.6719,11.8312,24.81,94,100,3.6,CG,1727750957,2024-10-01 02:49:17
347,spassk-dal'niy,44.5978,132.8211,6.82,94,100,3.39,RU,1727750958,2024-10-01 02:49:18
348,champerico,14.3,-91.9167,25.98,86,100,1.84,GT,1727750959,2024-10-01 02:49:19
349,waiuku,-37.25,174.75,16.81,58,100,4.1,NZ,1727750960,2024-10-01 02:49:20
350,brookings,44.3114,-96.7984,14.0,50,0,5.66,US,1727750872,2024-10-01 02:47:52
351,sadjoavato,-12.6334,49.349,21.1,85,74,4.39,MG,1727750962,2024-10-01 02:49:22
352,enriquillo,17.9,-71.2333,25.45,81,5,2.63,DO,1727750963,2024-10-01 02:49:23
353,cabedelo,-6.9811,-34.8339,23.37,75,44,5.34,BR,1727750964,2024-10-01 02:49:24
354,palikir - national government center,6.9248,158.1611,31.47,79,100,4.63,FM,1727750965,2024-10-01 02:49:25
355,terbuny,52.1389,38.2789,11.65,39,0,5.14,RU,1727750966,2024-10-01 02:49:26
356,nizhnyaya tavda,57.6731,66.1725,10.52,72,90,3.52,RU,1727750967,2024-10-01 02:49:27
357,lima,-12.0432,-77.0282,17.72,83,75,6.17,PE,1727750687,2024-10-01 02:44:47
358,inirida,3.8653,-67.9239,24.05,89,86,1.57,CO,1727750969,2024-10-01 02:49:29
359,zakynthos,37.7914,20.8953,18.62,63,20,3.09,GR,1727750970,2024-10-01 02:49:30
360,lucapa,-8.4192,20.7447,20.48,78,64,0.4,AO,1727750971,2024-10-01 02:49:31
361,shahritus,37.2637,68.1385,18.86,48,78,1.14,TJ,1727750972,2024-10-01 02:49:32
362,buka,40.8108,69.1986,17.16,40,1,0.78,UZ,1727750973,2024-10-01 02:49:33
363,xicotencatl,23.0167,-98.8833,24.16,79,6,2.33,MX,1727750974,2024-10-01 02:49:34
364,lucea,18.451,-78.1736,28.92,76,59,0.9,JM,1727750976,2024-10-01 02:49:36
365,araguaina,-7.1911,-48.2072,25.38,60,100,0.94,BR,1727750977,2024-10-01 02:49:37
366,bonthe,7.5264,-12.505,24.24,92,100,3.61,SL,1727750978,2024-10-01 02:49:38
367,remire-montjoly,4.9167,-52.2667,26.02,89,0,1.54,GF,1727750979,2024-10-01 02:49:39
368,aripuana,-9.1667,-60.6333,22.86,99,100,0.76,BR,1727750980,2024-10-01 02:49:40
369,longonjo,-12.9067,15.2533,17.61,79,57,0.97,AO,1727750981,2024-10-01 02:49:41
370,chateau-thierry,49.05,3.4,11.81,87,100,5.52,FR,1727750982,2024-10-01 02:49:42
371,kavieng,-2.5744,150.7967,29.96,71,53,7.23,PG,1727750983,2024-10-01 02:49:43
372,pemangkat,1.1667,108.9667,25.87,84,100,2.2,ID,1727750884,2024-10-01 02:48:04
373,beitbridge,-22.2167,30.0,17.46,84,1,3.0,ZW,1727750985,2024-10-01 02:49:45
374,taulaga,-11.0553,-171.0883,27.24,74,93,1.71,AS,1727750986,2024-10-01 02:49:46
375,tshela,-4.9833,12.9333,23.01,90,91,1.19,CD,1727750987,2024-10-01 02:49:47
376,ceuta,35.8903,-5.3075,20.05,92,44,3.28,ES,1727750988,2024-10-01 02:49:48
377,monrovia,6.3005,-10.7969,23.44,97,100,0.68,LR,1727750990,2024-10-01 02:49:50
378,colchani,-20.3,-66.9333,8.12,21,53,3.05,BO,1727750991,2024-10-01 02:49:51
379,kill devil hills,36.0307,-75.676,23.32,92,100,3.6,US,1727750992,2024-10-01 02:49:52
380,padangsidempuan,1.3667,99.2667,26.98,83,78,0.22,ID,1727750993,2024-10-01 02:49:53
381,ust-nera,64.5667,143.2,-0.7,69,89,1.26,RU,1727750994,2024-10-01 02:49:54
382,harnosand,62.6323,17.9379,0.0,85,65,6.59,SE,1727750995,2024-10-01 02:49:55
383,tumaco,1.7986,-78.8156,24.61,84,100,2.2,CO,1727750996,2024-10-01 02:49:56
384,al hazm,16.1641,44.7769,26.72,35,64,0.11,YE,1727750997,2024-10-01 02:49:57
385,merrifield,38.8743,-77.2269,18.92,89,99,0.45,US,1727750998,2024-10-01 02:49:58
386,bandon,51.7469,-8.7425,9.77,94,1,3.04,IE,1727750999,2024-10-01 02:49:59
387,rawson,-43.3002,-65.1023,3.16,87,20,1.54,AR,1727751000,2024-10-01 02:50:00
388,meads,38.4126,-82.7091,20.24,92,75,0.0,US,1727751001,2024-10-01 02:50:01
389,severo-yeniseyskiy,60.3725,93.0408,7.16,95,100,6.78,RU,1727751002,2024-10-01 02:50:02
390,beni mellal,32.3373,-6.3498,27.23,38,75,2.3,MA,1727751003,2024-10-01 02:50:03
391,chadron,42.8294,-102.9999,9.82,40,0,0.0,US,1727751004,2024-10-01 02:50:04
392,bel ombre,-4.6167,55.4167,26.91,74,40,6.17,SC,1727751005,2024-10-01 02:50:05
393,suratgarh,29.3167,73.9,34.28,30,0,3.36,IN,1727751006,2024-10-01 02:50:06
394,callao,-12.0667,-77.15,18.73,82,75,6.17,PE,1727750583,2024-10-01 02:43:03
395,guerrero negro,27.9769,-114.0611,19.72,87,56,4.81,MX,1727751009,2024-10-01 02:50:09
396,hobyo,5.3505,48.5268,24.6,87,52,3.71,SO,1727751010,2024-10-01 02:50:10
397,heroica caborca,30.7167,-112.15,30.86,51,1,6.35,MX,1727751011,2024-10-01 02:50:11
398,kailua-kona,19.6406,-155.9956,27.38,82,2,1.34,US,1727751012,2024-10-01 02:50:12
399,port macquarie,-31.4333,152.9167,21.71,52,0,2.24,AU,1727751014,2024-10-01 02:50:14
400,hasaki,35.7333,140.8333,24.06,94,100,7.32,JP,1727751015,2024-10-01 02:50:15
401,yeniseysk,58.4497,92.1703,10.48,93,100,5.98,RU,1727750912,2024-10-01 02:48:32
402,nago,26.5881,127.9761,28.52,80,74,3.61,JP,1727751017,2024-10-01 02:50:17
403,margate,51.3813,1.3862,12.15,81,100,0.89,GB,1727750923,2024-10-01 02:48:43
404,kristiansund,63.1115,7.732,10.63,93,100,3.6,NO,1727751019,2024-10-01 02:50:19
405,weno,7.4515,151.8468,32.97,66,40,2.57,FM,1727751020,2024-10-01 02:50:20
406,saint-philippe,-21.3585,55.7679,21.53,79,19,4.83,RE,1727751021,2024-10-01 02:50:21
407,high rock,26.6208,-78.2833,28.7,72,99,4.17,BS,1727751022,2024-10-01 02:50:22
408,constantia,44.1833,28.65,8.38,93,100,14.41,RO,1727750984,2024-10-01 02:49:44
409,isfana,39.8386,69.5306,15.34,47,1,0.29,KG,1727751024,2024-10-01 02:50:24
410,serdar,38.9764,56.2757,16.04,18,36,2.32,TM,1727751025,2024-10-01 02:50:25
411,belmonte,-15.8631,-38.8828,21.85,80,4,2.8,BR,1727751026,2024-10-01 02:50:26
412,lodwar,3.1191,35.5973,27.64,53,63,2.0,KE,1727750802,2024-10-01 02:46:42
413,vernon,50.2581,-119.2691,12.74,49,100,2.57,CA,1727751028,2024-10-01 02:50:28
414,bucak,37.4592,30.595,10.17,74,0,3.41,TR,1727751029,2024-10-01 02:50:29
415,peace river,56.2501,-117.286,9.17,42,100,5.66,CA,1727750809,2024-10-01 02:46:49
416,port blair,11.6667,92.75,28.02,89,40,2.57,IN,1727751032,2024-10-01 02:50:32
417,bojano,41.4857,14.4729,9.68,82,0,0.42,IT,1727751033,2024-10-01 02:50:33
418,puerto madero,14.7208,-92.4215,25.02,94,100,4.59,MX,1727751034,2024-10-01 02:50:34
419,labytnangi,66.6572,66.4183,4.24,66,100,13.52,RU,1727751035,2024-10-01 02:50:35
420,acarau,-2.8856,-40.12,25.1,82,15,8.18,BR,1727751036,2024-10-01 02:50:36
421,neelankarai,12.9455,80.2575,30.6,84,40,2.06,IN,1727751038,2024-10-01 02:50:38
422,polovinnoye,54.7914,65.9864,10.77,62,29,2.84,RU,1727751039,2024-10-01 02:50:39
423,malango,-2.9627,119.9001,28.75,50,83,2.38,ID,1727751040,2024-10-01 02:50:40
424,abepura,-2.6333,140.5833,32.45,55,20,2.57,ID,1727751041,2024-10-01 02:50:41
425,byron bay,-28.65,153.6167,20.91,54,60,6.48,AU,1727751042,2024-10-01 02:50:42
426,taltal,-25.4,-70.4833,15.26,79,24,1.41,CL,1727751043,2024-10-01 02:50:43
427,talakan,50.3167,130.3667,9.67,46,5,2.9,RU,1727751044,2024-10-01 02:50:44
428,constitucion,-35.3333,-72.4167,11.39,97,99,2.07,CL,1727751045,2024-10-01 02:50:45
429,chonchi,-42.6128,-73.8092,2.29,86,24,1.23,CL,1727751046,2024-10-01 02:50:46
430,bereket,39.2446,55.5154,16.07,19,5,3.62,TM,1727751047,2024-10-01 02:50:47
431,le mars,42.7942,-96.1656,16.91,29,0,3.6,US,1727750970,2024-10-01 02:49:30
432,punta cana,18.5818,-68.4043,27.87,78,20,3.09,DO,1727750884,2024-10-01 02:48:04
433,zav'yalovo,56.7847,53.3776,8.0,85,23,2.91,RU,1727751051,2024-10-01 02:50:51
434,bodaybo,57.8506,114.1933,4.88,91,100,3.46,RU,1727751052,2024-10-01 02:50:52
435,al mindak,20.1588,41.2834,20.23,54,35,1.24,SA,1727751053,2024-10-01 02:50:53
436,aquiraz,-3.9014,-38.3911,26.05,80,22,7.42,BR,1727751054,2024-10-01 02:50:54
437,onguday,50.75,86.15,7.82,57,100,1.25,RU,1727751055,2024-10-01 02:50:55
438,chaykovskiy,56.7686,54.1148,7.67,82,33,2.07,RU,1727751056,2024-10-01 02:50:56
439,nchelenge,-9.3451,28.734,23.47,65,64,2.53,ZM,1727751058,2024-10-01 02:50:58
440,trevelin,-43.0858,-71.4639,-2.89,90,15,2.4,AR,1727751059,2024-10-01 02:50:59
441,gjirokaster,40.0758,20.1389,10.41,83,20,3.35,AL,1727751060,2024-10-01 02:51:00
442,rio grande,-32.035,-52.0986,19.19,92,100,2.7,BR,1727751016,2024-10-01 02:50:16
443,tabuk,17.4189,121.4443,26.34,77,100,1.03,PH,1727750656,2024-10-01 02:44:16
444,thunder bay,48.4001,-89.3168,21.99,64,100,11.32,CA,1727751063,2024-10-01 02:51:03
445,akureyri,65.6835,-18.0878,-0.04,93,100,2.57,IS,1727751064,2024-10-01 02:51:04
446,ardakan,32.31,54.0175,19.68,28,0,2.18,IR,1727751065,2024-10-01 02:51:05
447,happy valley-goose bay,53.3168,-60.3315,5.17,87,20,3.09,CA,1727751066,2024-10-01 02:51:06
448,evanston,42.0411,-87.6901,20.61,89,0,0.0,US,1727751067,2024-10-01 02:51:07
449,colonia,50.9333,6.95,14.36,85,75,3.09,DE,1727750932,2024-10-01 02:48:52
450,tomatlan,19.9333,-105.25,24.78,96,100,0.61,MX,1727751069,2024-10-01 02:51:09
451,chumphon,10.3333,98.8333,29.21,68,100,3.24,TH,1727751070,2024-10-01 02:51:10
452,emerald,-23.5333,148.1667,31.3,28,0,3.16,AU,1727751071,2024-10-01 02:51:11
453,nemuro,43.3236,145.575,18.36,81,16,7.5,JP,1727751072,2024-10-01 02:51:12
454,ta`u,-14.2336,-169.5144,24.29,90,100,4.4,AS,1727751073,2024-10-01 02:51:13
455,samitah,16.596,42.9444,30.88,63,70,1.69,SA,1727751074,2024-10-01 02:51:14
456,pamandzi,-12.7967,45.2794,26.88,78,75,6.69,YT,1727751075,2024-10-01 02:51:15
457,punta cardon,11.6581,-70.215,28.79,73,97,2.4,VE,1727751076,2024-10-01 02:51:16
458,mandal,25.45,74.5667,28.63,61,2,5.95,IN,1727751077,2024-10-01 02:51:17
459,eyl,7.9803,49.8164,24.52,87,10,2.42,SO,1727751078,2024-10-01 02:51:18
460,kyzyl-mazhalyk,51.1333,90.6,9.23,45,96,0.8,RU,1727751079,2024-10-01 02:51:19
461,bengkulu,-3.8004,102.2655,29.35,67,40,1.88,ID,1727750953,2024-10-01 02:49:13
462,sisimiut,66.9395,-53.6735,3.76,89,68,2.48,GL,1727751082,2024-10-01 02:51:22
463,fort st. john,56.2499,-120.8529,7.94,49,100,9.26,CA,1727751083,2024-10-01 02:51:23
464,aromashevo,56.8602,68.6375,10.26,73,29,3.39,RU,1727751085,2024-10-01 02:51:25
465,kamakhyanagar,20.9333,85.55,29.83,76,79,3.22,IN,1727751086,2024-10-01 02:51:26
466,purnia,25.7833,87.4667,28.87,78,100,3.89,IN,1727751087,2024-10-01 02:51:27
467,thames,-37.1333,175.5333,17.29,59,100,3.15,NZ,1727751088,2024-10-01 02:51:28
468,ceres,37.5949,-120.9577,26.78,51,0,3.22,US,1727751090,2024-10-01 02:51:30
469,qusmuryn,52.4503,64.6311,12.22,41,22,2.98,KZ,1727751091,2024-10-01 02:51:31
470,nueva gerona,21.8833,-82.8,28.28,81,100,3.86,CU,1727751093,2024-10-01 02:51:33
471,revelstoke,50.9832,-118.2023,10.01,76,100,1.03,CA,1727751094,2024-10-01 02:51:34
472,kalevala,65.2,31.1667,2.45,78,24,4.77,RU,1727751095,2024-10-01 02:51:35
473,dzhalagash,45.0833,64.6667,15.15,25,100,3.76,KZ,1727751096,2024-10-01 02:51:36
474,boonville,38.9736,-92.7432,21.1,88,40,0.0,US,1727751097,2024-10-01 02:51:37
475,barra de santo antonio,-9.4047,-35.5072,23.07,80,74,3.3,BR,1727751098,2024-10-01 02:51:38
476,bozoum,6.3193,16.3799,20.3,95,100,0.89,CF,1727751100,2024-10-01 02:51:40
477,vila do maio,15.1333,-23.2167,26.36,89,48,2.95,CV,1727751101,2024-10-01 02:51:41
478,malhargarh,24.2833,74.9833,26.22,80,0,5.07,IN,1727751102,2024-10-01 02:51:42
479,vila velha,-20.3297,-40.2925,21.64,97,40,1.03,BR,1727750930,2024-10-01 02:48:50
480,pacific grove,36.6177,-121.9166,19.06,85,0,2.24,US,1727751104,2024-10-01 02:51:44
481,port loko,8.7667,-12.7833,22.9,98,98,0.97,SL,1727751105,2024-10-01 02:51:45
482,aras-asan,8.8908,126.3033,29.73,66,69,2.04,PH,1727751106,2024-10-01 02:51:46
483,awjilah,29.1081,21.2869,20.23,58,0,3.87,LY,1727751107,2024-10-01 02:51:47
484,susuman,62.7833,148.1667,-0.73,48,89,0.97,RU,1727751108,2024-10-01 02:51:48
485,weyburn,49.6668,-103.8511,9.12,43,4,4.63,CA,1727751109,2024-10-01 02:51:49
486,santa helena,-2.2311,-45.3,22.5,94,9,1.34,BR,1727751111,2024-10-01 02:51:51
487,perevolotskiy,51.8763,54.1938,11.06,41,3,3.33,RU,1727751112,2024-10-01 02:51:52
488,latnaya,51.6586,38.9011,10.94,36,0,4.76,RU,1727751113,2024-10-01 02:51:53
489,namibe,-15.1961,12.1522,16.52,90,40,1.66,AO,1727751114,2024-10-01 02:51:54
490,ko lanta,7.5336,99.0865,27.65,77,95,4.7,TH,1727751115,2024-10-01 02:51:55
491,cabo san lucas,22.8909,-109.9124,28.2,87,88,0.89,MX,1727751116,2024-10-01 02:51:56
492,skikda,36.8762,6.9092,20.67,68,0,1.25,DZ,1727751117,2024-10-01 02:51:57
493,chegdomyn,51.1167,133.0167,7.98,43,3,2.32,RU,1727750991,2024-10-01 02:49:51
494,la'ie,21.6477,-157.9253,28.66,74,18,2.68,US,1727751119,2024-10-01 02:51:59
495,laojunmiao,39.8333,97.7333,8.66,18,0,2.31,CN,1727751120,2024-10-01 02:52:00
496,turan,16.0678,108.2208,31.99,66,20,1.03,VN,1727751121,2024-10-01 02:52:01
497,puerto lempira,15.2667,-83.7667,25.31,90,94,2.82,HN,1727751122,2024-10-01 02:52:02
498,alofi,-19.0595,-169.9187,24.94,61,40,8.23,NU,1727751123,2024-10-01 02:52:03
499,benghazi,32.1167,20.0667,23.74,57,0,6.4,LY,1727751124,2024-10-01 02:52:04
500,kirakira,-10.4544,161.9205,28.22,77,45,3.41,SB,1727751125,2024-10-01 02:52:05
501,bella vista,36.4295,-94.2316,23.34,74,20,0.0,US,1727751126,2024-10-01 02:52:06
502,egilsstadir,65.2653,-14.3948,2.95,87,0,3.6,IS,1727751127,2024-10-01 02:52:07
503,macapa,0.0389,-51.0664,28.99,79,40,4.12,BR,1727751067,2024-10-01 02:51:07
504,noumea,-22.2763,166.4572,24.15,74,0,7.01,NC,1727751129,2024-10-01 02:52:09
505,macusani,-14.0833,-70.4333,3.83,76,65,1.34,PE,1727751130,2024-10-01 02:52:10
506,nove mesto na morave,49.5614,16.0742,6.88,77,64,1.79,CZ,1727751131,2024-10-01 02:52:11
507,jijiga,9.35,42.8,18.07,82,52,2.64,ET,1727751132,2024-10-01 02:52:12
508,bovalino,38.149,16.174,15.72,78,0,3.99,IT,1727751133,2024-10-01 02:52:13
509,paso de carrasco,-34.8603,-56.0522,17.08,100,100,4.63,UY,1727751134,2024-10-01 02:52:14
510,andergrove,-21.0833,149.1833,24.7,69,0,5.73,AU,1727751135,2024-10-01 02:52:15
511,mount airy,36.4993,-80.6073,20.29,85,75,0.0,US,1727750797,2024-10-01 02:46:37
512,conduaga,8.862,117.4893,30.23,69,100,2.17,PH,1727751137,2024-10-01 02:52:17
513,totskoye,52.5248,52.7623,11.18,45,15,2.37,RU,1727751138,2024-10-01 02:52:18
514,vallegrande,-18.4897,-64.1069,14.98,80,18,2.14,BO,1727750926,2024-10-01 02:48:46
515,iwaki,37.05,140.8833,21.01,95,100,2.27,JP,1727751143,2024-10-01 02:52:23
516,ciudad madero,22.2667,-97.8333,28.92,73,10,2.7,MX,1727751144,2024-10-01 02:52:24
517,esperanza,19.5847,-70.9849,26.28,87,45,0.89,DO,1727751145,2024-10-01 02:52:25
518,les cayes,18.2,-73.75,26.42,82,0,1.48,HT,1727751146,2024-10-01 02:52:26
519,pudozh,61.8099,36.5345,1.81,87,1,0.93,RU,1727751147,2024-10-01 02:52:27
520,thetford-mines,46.0937,-71.3054,9.69,90,1,2.43,CA,1727751148,2024-10-01 02:52:28
521,vega de alatorre,20.0333,-96.6333,25.34,81,32,3.24,MX,1727751149,2024-10-01 02:52:29
522,ghatanji,20.1333,78.3167,27.43,80,68,2.07,IN,1727751150,2024-10-01 02:52:30
523,vallenar,-28.5708,-70.7581,13.83,71,8,0.34,CL,1727751151,2024-10-01 02:52:31
524,petauke,-14.2426,31.3253,20.59,37,0,2.35,ZM,1727751152,2024-10-01 02:52:32
525,borazjan,29.2666,51.2159,28.58,37,2,0.78,IR,1727751153,2024-10-01 02:52:33
526,la ronge,55.1001,-105.2842,6.14,70,40,3.09,CA,1727751154,2024-10-01 02:52:34
527,al bawiti,28.3492,28.8659,20.62,65,0,3.63,EG,1727751155,2024-10-01 02:52:35
528,gadzhiyevo,69.2551,33.3362,2.3,80,85,7.39,RU,1727751156,2024-10-01 02:52:36
529,tondano,1.3038,124.9112,26.05,74,100,1.18,ID,1727750889,2024-10-01 02:48:09
530,cockburn town,21.4612,-71.1419,29.29,72,18,6.09,TC,1727751158,2024-10-01 02:52:38
531,berezovyy,51.6667,135.7,7.18,76,68,2.11,RU,1727751159,2024-10-01 02:52:39
532,ambanja,-13.6833,48.45,22.48,86,30,1.25,MG,1727751160,2024-10-01 02:52:40
533,gladewater,32.5365,-94.9427,22.96,78,0,0.0,US,1727751161,2024-10-01 02:52:41
534,la rinconada,37.4873,-5.9826,19.47,81,0,2.57,ES,1727751162,2024-10-01 02:52:42
535,shihezi,44.3,86.0333,12.8,20,0,0.99,CN,1727751163,2024-10-01 02:52:43
536,vilyuchinsk,52.9306,158.4028,11.15,80,100,1.47,RU,1727751164,2024-10-01 02:52:44
537,kuznetsk,53.1167,46.6004,10.34,41,0,2.44,RU,1727751165,2024-10-01 02:52:45
538,mingelchaur,40.764,47.0595,14.65,71,1,0.3,AZ,1727751166,2024-10-01 02:52:46
539,kargil,34.5667,76.1,8.04,34,0,1.09,IN,1727751167,2024-10-01 02:52:47
540,genhe,50.7833,121.5167,6.57,42,38,2.85,CN,1727751168,2024-10-01 02:52:48
541,manistee,44.2445,-86.3242,16.64,98,0,3.19,US,1727751169,2024-10-01 02:52:49
542,cholpon-ata,42.6494,77.0823,13.02,55,100,1.38,KG,1727751171,2024-10-01 02:52:51
543,renukut,24.2,83.0333,27.01,83,13,3.67,IN,1727751172,2024-10-01 02:52:52
